"gene","original_logFC","original_adj.P.Val","adjusted_logFC","AveExpr","t","adjusted_P.Value","adjusted_adj.P.Val","B","original_sig","adjusted_sig","classification"
"FIZ1",-0.0463129712513473,0.640942443740429,0.397041905615564,7.329291808125,1.61626283798765,0.114565532711722,0.394984391330825,-4.91110696366021,FALSE,FALSE,"neither"
"FJX1",-0.589697848032381,0.00554607343529433,0.369304487170621,8.612162912375,0.716666002223977,0.47810439662846,0.710392126974614,-5.89706748120521,FALSE,FALSE,"neither"
"FKBP10",0.392846142050891,0.0908875564945261,1.39742171490288,9.9431837639,2.88261145662427,0.00654837262591819,0.0902706450770965,-2.48977762149218,FALSE,FALSE,"neither"
"FKBP11",-0.44246624991904,0.00116694699039825,0.355344861943206,8.1604053265,1.27110345280057,0.211661324746711,0.510871360326959,-5.37228589096729,FALSE,FALSE,"neither"
"FKBP14",0.0303223030377797,0.886221459758405,0.81931427464832,7.6168977755,1.74459641581441,0.0894032306047378,0.352110002329528,-4.71531899726518,FALSE,FALSE,"neither"
"FKBP15",0.80491733777718,5.53278912502774e-06,0.939240239278816,8.79754803035,2.34009537872391,0.0248128800053994,0.186370864643936,-3.65109400500739,FALSE,FALSE,"neither"
"FKBP1A",0.64045587877718,0.00165391161007401,1.32804537142726,8.338487716025,2.84482683644457,0.00721685682828109,0.0956560246580065,-2.57572957936308,FALSE,FALSE,"neither"
"FKBP1B",-0.0238928429097864,0.811037783520693,0.126780443279416,9.183430408425,0.511104434883395,0.612325636642755,0.791169833103098,-6.01953081802142,FALSE,FALSE,"neither"
"FKBP2",0.254171317316885,0.0106352940534247,0.152071439474002,10.7938337626,0.599208502105647,0.552698886100887,0.756251286983273,-5.97196452905107,FALSE,FALSE,"neither"
"FKBP3",0.50210654328065,0.0198303608992026,0.424576652708827,9.89866734315,0.907533375943595,0.370029900290895,0.638116735036548,-5.74782926619828,FALSE,FALSE,"neither"
"FKBP4",0.4826850062899,0.00752393669844015,0.680933863312805,9.931963939375,1.47307994129755,0.149232443966301,0.441505854370508,-5.11428426376969,FALSE,FALSE,"neither"
"FKBP5",0.810906664559756,0.0212452408495598,0.310437878495576,10.994677527325,0.344709917892771,0.732274899979984,0.860261658769706,-6.08900601081513,FALSE,FALSE,"neither"
