gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
XPNPEP2,-1.16592558233307,6.302138323325,-9.6945476057075,3.27700445423673e-12,3.66347956019446e-10,17.732882289536
NRXN3,2.15304313783963,9.409746366925,9.67925953403816,3.4305124437178e-12,3.8105076682527e-10,17.6877403358362
ERMAP,0.776319962376258,8.262268580975,9.66236824832171,3.57025014981316e-12,3.94046462394666e-10,17.6478198182441
HTATIP2,1.33470462238705,8.73751474245,9.64951108417572,3.75044781200807e-12,4.1131493472453e-10,17.5998134740315
TRIM14,1.18381703327757,8.544497929225,9.63935920231028,3.86180668851172e-12,4.20864064770636e-10,17.5708972716757
KIF16B,1.44174218569314,9.20788110715,9.63254754852215,3.94626735377544e-12,4.25912162447244e-10,17.5496233798001
CACHD1,-1.63026197843793,6.947722997125,-9.63145721812794,3.95920267957605e-12,4.25912162447244e-10,17.546396140481
BDKRB1,-0.887106564789515,5.9841508146,-9.62664509050443,3.98186578465221e-12,4.25912162447244e-10,17.5403144516827
ADAM17,1.3496846605667,9.6850901405,9.61315762786538,4.18283420691073e-12,4.44663503910117e-10,17.4922087463284
ERBB2,1.37636772012722,10.043422109575,9.60524076962121,4.28351203561035e-12,4.52458759385928e-10,17.4687525259377
A4GALT,-1.01979087346183,7.64314190605,-9.60168630474441,4.30838500107792e-12,4.52458759385928e-10,17.4627876084964
FIBIN,-2.03742797157209,6.8813737919,-9.59434216171794,4.42614134468834e-12,4.61074608648906e-10,17.4364486896078
SHOX2,-1.10306572683269,7.0142579552,-9.59302935699715,4.44364379295748e-12,4.61074608648906e-10,17.4325564590078
CCND2,1.75862173235853,11.09005519555,9.58267720360943,4.58414122569686e-12,4.7184090872231e-10,17.401856398578
TMOD2,2.47403164725444,10.279521239875,9.58139419685672,4.6018648184482e-12,4.7184090872231e-10,17.3980505875172
CADM4,1.95996543689745,11.46300790185,9.5789993800477,4.63513315616514e-12,4.72456396058998e-10,17.3909462227568
GLRB,1.76522077684426,6.7100820734,9.56083034922798,4.89560788667545e-12,4.96088265849779e-10,17.3370226817164
RGS1,3.49597391524904,9.5385749812,9.55139615025951,5.03666286186744e-12,5.07414500409529e-10,17.309006347873
GRID1,-0.828346391846568,7.055062238175,-9.54042203373749,5.16142870936574e-12,5.16978246681442e-10,17.284418327843
DSG2,-2.01299694605474,4.9097094822,-9.53289736519506,5.32532456057851e-12,5.3032887348106e-10,17.254038124676
