"gene","bulk_logFC","dominant_celltype","pb_log2FC_in_dom","pb_p_in_dom","dom_pct_shift_VS_minus_Nerve","class"
"RAP1GDS1",1.35142305441404,"Schwann/肿瘤细胞",7.66460734454417e-07,0.312942491980981,21.18,"composition-consistent"
"RAB20",1.26891745243717,"巨噬/髓系",2.76975524996066e-06,0.0875194371633961,45.88,"composition-consistent"
"CYP4X1",-1.0821342429576,"成纤维",-0.575068734995159,0.111188094911853,-42.35,"composition-consistent"
"PTPRD",-1.34518286873785,"周细胞",-0.562742336984999,0.0614233412257927,-23.07,"composition-consistent"
"GHR",-1.23603556627756,"成纤维",-0.812182968014522,0.0743776910490456,-42.35,"composition-consistent"
"ZNF383",1.00487788189515,"内皮",-2.78382631814447e-06,0.218094350355399,-16.73,"ambiguous/undetermined"
"GLT1D1",-1.2676308663485,"巨噬/髓系",-7.06989157119665e-06,2.68301573285339e-06,45.88,"cell-intrinsic (candidate)"
"PALD1",1.38034442609098,"巨噬/髓系",1.90789591769721,4.24942493401438e-06,45.88,"both"
"NCALD",1.52368138529453,"周细胞",-0.242282812235116,0.302390321172374,-23.07,"ambiguous/undetermined"
"OLR1",2.69776863375714,"巨噬/髓系",2.42208433851433,9.89765654626341e-10,45.88,"both"
"PCOLCE2",-1.68475224088512,"成纤维",-3.1183939538321,6.12764253529521e-08,-42.35,"both"
"LMBRD1",1.29430004877795,"Schwann/肿瘤细胞",6.89473795393086e-05,0.230923478058677,21.18,"composition-consistent"
"MFGE8",1.0429506419946,"周细胞",0.699817319916367,0.00911072076173193,-23.07,"cell-intrinsic (candidate)"
"C3orf52",-1.01807942147108,"内皮",-1.3287343073418e-06,0.0622845000589209,-16.73,"composition-consistent"
"NIPAL3",1.01696158247032,"T细胞",4.82971272798888e-06,0.307734650052468,15.09,"composition-consistent"
"STEAP4",-2.09997566582961,"周细胞",0.35890971114717,0.0847614987955672,-23.07,"composition-consistent"
"CYB5R2",1.88108311380956,"Schwann/肿瘤细胞",-2.21787599643024e-06,0.0944663059908735,21.18,"composition-consistent"
"CDH6",1.39413428462992,"周细胞",1.18881371998305,9.17154142881224e-05,-23.07,"cell-intrinsic (candidate)"
"CREB3L1",-1.29487859475174,"成纤维",-0.0399697542698057,0.889235595838905,-42.35,"composition-consistent"
"DIRAS2",1.98630052919198,"Schwann/肿瘤细胞",1.31468936017466e-06,0.108562225031828,21.18,"composition-consistent"
"HTT",1.2664252818643,"Schwann/肿瘤细胞",6.86577059984466e-07,0.0568213112161722,21.18,"composition-consistent"
"TYRO3",1.5161213929761,"Schwann/肿瘤细胞",-1.63786652040493e-06,0.385129021080744,21.18,"composition-consistent"
"ZNF665",1.53650279212413,"Schwann/肿瘤细胞",2.13816100026667e-06,0.104133424077389,21.18,"composition-consistent"
"TLR1",1.23404451778721,"巨噬/髓系",3.41448182961202e-06,0.106963209979078,45.88,"composition-consistent"
"MFSD1",1.24763720675868,"巨噬/髓系",1.33012644400339e-06,0.623051847989138,45.88,"composition-consistent"
"VXN",1.52712949833385,"Schwann/肿瘤细胞",1.30864657852624e-06,0.192978682946235,21.18,"composition-consistent"
"PLEKHH2",-1.22311537135389,"成纤维",-0.000267023919014513,0.978851513944638,-42.35,"composition-consistent"
"MLLT10",1.03383242777949,"内皮",-6.4548594365485e-06,0.0927399905917915,-16.73,"ambiguous/undetermined"
"PRMT2",1.25605649213724,"Schwann/肿瘤细胞",-2.16320084119728e-07,0.943576522496829,21.18,"composition-consistent"
"EDNRB",1.91851089768928,"Schwann/肿瘤细胞",2.83641091190281e-06,0.00537443284796445,21.18,"both"
"LAMC1",1.51879291788512,"Schwann/肿瘤细胞",-7.28206765331955e-07,0.0375690518633286,21.18,"composition-consistent"
"ABHD4",1.06907900269314,"Schwann/肿瘤细胞",2.10350548953469e-06,0.112101785619485,21.18,"composition-consistent"
"BTK",1.37279626268774,"巨噬/髓系",4.67248524473397e-06,0.250742777248081,45.88,"composition-consistent"
"EMB",1.38963093730609,"T细胞",3.88778993572958e-06,0.2150680457302,15.09,"composition-consistent"
"ALDH4A1",1.27790454380802,"Schwann/肿瘤细胞",1.55789720875738e-06,0.262952923327072,21.18,"composition-consistent"
"HEPN1",1.91364924807248,"Schwann/肿瘤细胞",-9.54193685918243e-08,0.916223771126715,21.18,"composition-consistent"
"CXCR2",-1.44202240912567,"巨噬/髓系",-5.1609598368362,2.19229480198752e-10,45.88,"cell-intrinsic (candidate)"
"GPR83",3.04873626468774,"Schwann/肿瘤细胞",6.34818025859277e-07,0.161900333586255,21.18,"composition-consistent"
"UTRN",1.22332979153431,"周细胞",0.337894199374341,0.126619477119088,-23.07,"ambiguous/undetermined"
"PARP12",1.02435632899306,"内皮",-2.8059414226431e-06,0.503589060793614,-16.73,"ambiguous/undetermined"
"PLIN1",-1.48514460882652,"成纤维",-3.06674698719913,0.0226084289953456,-42.35,"both"
"FRMD3",1.15891395176484,"Schwann/肿瘤细胞",-6.35734354768826e-07,0.657692521428382,21.18,"composition-consistent"
"INF2",1.06680975161913,"Schwann/肿瘤细胞",-4.40933476315626e-06,0.02830959541974,21.18,"composition-consistent"
"TGFB3",-1.58682676318504,"周细胞",-0.356826208987211,0.158996741228459,-23.07,"composition-consistent"
"ZC4H2",1.15552452603393,"Schwann/肿瘤细胞",4.10680506006957e-07,0.78065835678145,21.18,"composition-consistent"
"PTAR1",1.2108452331943,"Schwann/肿瘤细胞",2.67785077114764e-06,0.066735831798076,21.18,"composition-consistent"
"PLIN4",-1.47465389092213,"周细胞",-0.0998113048181423,0.447802931786528,-23.07,"composition-consistent"
"RSAD2",2.23868041500154,"内皮",-5.31758054964902e-07,0.671256978867775,-16.73,"ambiguous/undetermined"
"EBF1",-1.80914215893523,"周细胞",-0.321394434386117,0.181306262094784,-23.07,"composition-consistent"
"EBF3",-1.49727661190054,"成纤维",-1.73479939999858,0.0163577154207171,-42.35,"both"
"ERAP1",1.20773198487279,"T细胞",3.40497193337013e-06,0.0441557236841652,15.09,"both"
"PDE1A",-1.89336858096376,"周细胞",-0.0392588567205156,0.850433640960096,-23.07,"composition-consistent"
"WASHC2C",1.16332229677564,"内皮",-8.26242944643057e-07,0.721311252870925,-16.73,"ambiguous/undetermined"
"ADCY2",-1.43504224449576,"成纤维",-0.414353577236084,0.0092413036227106,-42.35,"both"
"ATL1",1.32584684219892,"Schwann/肿瘤细胞",-3.99337558492635e-06,0.285660877763693,21.18,"composition-consistent"
"RDH10",1.46346762916808,"Schwann/肿瘤细胞",2.63045301017377e-06,0.0408059227217016,21.18,"both"
"ABCA3",1.29525823791056,"Schwann/肿瘤细胞",8.39363104196372e-07,0.746467467938907,21.18,"composition-consistent"
"GAS7",1.50302072340016,"Schwann/肿瘤细胞",-2.8640409032988e-07,0.508447501561319,21.18,"composition-consistent"
"DHX58",1.07588421700463,"巨噬/髓系",4.39508099029774e-06,0.0249116007724933,45.88,"both"
"EIF2AK2",1.47416443188589,"内皮",-5.71616046958994e-07,0.824232608763992,-16.73,"ambiguous/undetermined"
"HDAC11",1.30134740514033,"Schwann/肿瘤细胞",-3.86845268807403e-06,0.142311720078405,21.18,"composition-consistent"
"HAS2",-1.93625204116885,"成纤维",-2.46269830507776,0.00087219100624928,-42.35,"both"
"WASHC2A",1.21702812401619,"Schwann/肿瘤细胞",1.60962027686114,0.00330984053645986,21.18,"both"
"SFMBT2",1.31020987452815,"巨噬/髓系",1.71154516248931,5.27877388333648e-06,45.88,"both"
"C3orf38",1.07725349446415,"巨噬/髓系",5.42599508260216e-06,0.0737336897038149,45.88,"composition-consistent"
"MICAL2",-1.56950538968928,"周细胞",0.395673682101682,0.105812464925616,-23.07,"composition-consistent"
"MTHFD1L",1.15708523405243,"巨噬/髓系",1.87788808704412,5.32401969357344e-07,45.88,"both"
"ATP2C1",1.09865927929684,"巨噬/髓系",0.762790918509094,0.000526152834770471,45.88,"both"
"RNF157",1.0066712998512,"T细胞",-5.36743045092385e-07,0.828756966329237,15.09,"composition-consistent"
"EDIL3",2.13154336260987,"Schwann/肿瘤细胞",-5.92656935467527e-06,0.0388782518541241,21.18,"composition-consistent"
"RTP4",1.31542971909715,"T细胞",3.21179628948567e-06,0.0197040201981341,15.09,"both"
"MS4A14",1.5427882542606,"巨噬/髓系",8.22703910488094e-06,0.648848069627477,45.88,"composition-consistent"
"SIPA1L2",1.26618687826754,"Schwann/肿瘤细胞",8.88694145365368e-07,0.932896190707437,21.18,"composition-consistent"
"ID1",-1.39310197193292,"内皮",-3.21274394457148e-06,0.0434700391769,-16.73,"both"
"MILR1",1.50369711680648,"巨噬/髓系",1.20255399674749e-06,0.561476298067786,45.88,"composition-consistent"
"CRYAB",1.40973505684503,"Schwann/肿瘤细胞",-2.39568886783286e-06,0.356895018303796,21.18,"composition-consistent"
"HCFC2",1.29480528640324,"周细胞",-0.132451584834603,0.546895667513189,-23.07,"ambiguous/undetermined"
"MARVELD1",1.04922112322359,"Schwann/肿瘤细胞",2.89294811159586e-06,0.204799638955446,21.18,"composition-consistent"
"TRIM38",1.15769953959522,"巨噬/髓系",-4.83892850129937e-06,0.206786643620067,45.88,"composition-consistent"
"PON2",1.55364544028373,"Schwann/肿瘤细胞",1.18921341271946e-05,0.865306472527122,21.18,"composition-consistent"
"MMP15",1.94885100214418,"内皮",-1.35842947945188e-06,0.517791596390452,-16.73,"ambiguous/undetermined"
"THBS2",1.78989872984889,"成纤维",0.331250697882701,0.255276543291277,-42.35,"ambiguous/undetermined"
"GLMP",1.27702980398844,"成纤维",-0.161049077161717,0.568132840035636,-42.35,"ambiguous/undetermined"
"SH3D19",1.44382838922051,"成纤维",0.328972005572255,0.286885050073142,-42.35,"ambiguous/undetermined"
"BTN3A1",1.06864982053277,"T细胞",6.53950540685106e-06,0.11847883698683,15.09,"composition-consistent"
"SYT1",-1.04481155639707,"周细胞",-2.82549135692663,0.000106523235301616,-23.07,"both"
"EPHA3",2.36422376131303,"Schwann/肿瘤细胞",1.89004221823766,0.00172675330849278,21.18,"both"
"AOAH",1.67140447592753,"巨噬/髓系",-5.37874676970277e-06,0.0647285809363349,45.88,"composition-consistent"
"USP9X",1.20345149508636,"Schwann/肿瘤细胞",4.41981070691921e-06,0.0493569651055386,21.18,"both"
"CERS4",1.0611062715852,"Schwann/肿瘤细胞",-5.46981269535694e-06,0.0456401565099952,21.18,"composition-consistent"
"TCIM",2.18798794465922,"Schwann/肿瘤细胞",2.59884821068383,0.000103241362513404,21.18,"both"
"ZNF846",1.24576974445798,"巨噬/髓系",5.51764791684567e-06,0.00571909896355004,45.88,"both"
"FXYD3",1.33817430837934,"Schwann/肿瘤细胞",-4.69980585982043e-07,0.770295051888526,21.18,"composition-consistent"
"BROX",1.26162131367541,"巨噬/髓系",6.66682944188803e-06,0.0466186642364126,45.88,"both"
"INMT",-1.0382181031542,"成纤维",-0.376733465245866,0.241037959396168,-42.35,"composition-consistent"
"CERS6",1.14640376604472,"Schwann/肿瘤细胞",2.57050298331473e-06,0.0977076723243598,21.18,"composition-consistent"
"ACP2",1.01959104658289,"巨噬/髓系",2.33153744720553e-06,0.039747475304329,45.88,"both"
"HEPACAM",1.90214059581573,"Schwann/肿瘤细胞",7.73618971402808e-07,0.974949769707955,21.18,"composition-consistent"
"RABEP1",1.17767339058597,"巨噬/髓系",6.81621710930191e-06,0.108451208786116,45.88,"composition-consistent"
"CGNL1",-1.41409587012336,"成纤维",-0.184868166111979,0.530726242808462,-42.35,"composition-consistent"
"GPD1",-1.6332518983138,"成纤维",-0.167587593826994,0.299617286864195,-42.35,"composition-consistent"
"CYLD",1.07196610451735,"T细胞",6.61838223457667e-06,0.229990323249944,15.09,"composition-consistent"
"PDGFRL",-2.21298090480108,"成纤维",-2.81240859591329,5.14144285255754e-05,-42.35,"both"
"OSR1",-1.0680839622552,"成纤维",-2.34069706733686,0.00157936672458135,-42.35,"both"
"ITGA3",1.49558277867849,"周细胞",0.178267535570605,0.390537992927467,-23.07,"ambiguous/undetermined"
"ACKR1",-1.17395083344101,"内皮",-2.35395176774582,0.000315532079725613,-16.73,"both"
"SERPINB9",1.32004818150116,"巨噬/髓系",1.42774637364114e-06,0.542748187574607,45.88,"composition-consistent"
"PCBP4",1.08382752319969,"Schwann/肿瘤细胞",-6.18511734148144e-06,0.13845647564924,21.18,"composition-consistent"
"RASEF",1.73771667385891,"Schwann/肿瘤细胞",-5.55681468568833e-07,0.414314541780806,21.18,"composition-consistent"
"LIPA",1.32657730036161,"巨噬/髓系",3.26835853080818e-06,0.0402067087899189,45.88,"both"
"ADA2",1.16781740125521,"巨噬/髓系",-0.730109280954717,0.000300079220745962,45.88,"composition-consistent"
"ZSWIM6",1.05693243100771,"巨噬/髓系",-4.25014280227922e-06,0.234747924595594,45.88,"composition-consistent"
"ACVR1C",-1.24299008238088,"周细胞",-2.35785804517805,0.00213475225259954,-23.07,"both"
"DAGLB",1.26997344641866,"巨噬/髓系",1.87218531231145e-06,0.275365176039817,45.88,"composition-consistent"
"TBXAS1",1.38898241193138,"巨噬/髓系",0.71477712792281,1.14541559540935e-05,45.88,"both"
"SNED1",-1.05887672816191,"内皮",2.53942188453875e-06,0.267110486672498,-16.73,"composition-consistent"
"NAGA",1.01083725906708,"巨噬/髓系",-3.18034359885577e-06,0.451503668139722,45.88,"composition-consistent"
"ADCK2",1.05543237442483,"巨噬/髓系",1.63703624835647,3.09501356926479e-05,45.88,"both"
"MFSD6",1.10656972838242,"内皮",-9.26686845223302e-07,0.635826864724307,-16.73,"ambiguous/undetermined"
"AKR1C2",-1.94915009574402,"成纤维",-1.33373415111416,0.032224867471238,-42.35,"both"
"GMFB",1.23446773782035,"Schwann/肿瘤细胞",3.77265062892606e-06,0.251096836615467,21.18,"composition-consistent"
"C19orf33",-1.09349131255204,"成纤维",-6.97033604761472,1.1238355586516e-06,-42.35,"both"
"GRIN2B",1.87599190908558,"Schwann/肿瘤细胞",1.07944472776206e-06,0.0558329636835682,21.18,"composition-consistent"
"ABCA8",1.72994596900386,"成纤维",-0.0552679096339415,0.815660632117138,-42.35,"ambiguous/undetermined"
"ZNF845",1.10759319986662,"内皮",-1.72067438677179e-06,0.437024951971397,-16.73,"ambiguous/undetermined"
"PAPPA",2.06011769129376,"Schwann/肿瘤细胞",4.98830053399934,3.68712273233814e-06,21.18,"both"
"DENND6A",1.03814068594063,"内皮",-1.86119942031104e-06,0.357946791680672,-16.73,"ambiguous/undetermined"
"INTS10",1.35256790537163,"巨噬/髓系",5.34033273751155e-06,0.00638658063757302,45.88,"both"
"ADK",1.02832734216345,"Schwann/肿瘤细胞",4.43447515589344e-06,0.136799874335498,21.18,"composition-consistent"
"NOS1",-1.24207901352814,"成纤维",-8.38477792924334,0.00140075297952898,-42.35,"both"
"DMD",1.46115856331072,"Schwann/肿瘤细胞",-2.26837691746204e-06,0.128307102272345,21.18,"composition-consistent"
"GPAT3",-1.13840382318967,"巨噬/髓系",-5.38740746925161e-06,0.0293590164469465,45.88,"cell-intrinsic (candidate)"
"DDR1",1.2299316656515,"Schwann/肿瘤细胞",9.3306739722085e-07,0.663936194475559,21.18,"composition-consistent"
"ALLC",-1.10130216763146,"成纤维",-0.255896626485942,0.304938123984278,-42.35,"composition-consistent"
"AGA",1.30790258423593,"T细胞",7.47926453954783e-07,0.275583925163194,15.09,"composition-consistent"
"APBB1IP",1.51461737174865,"巨噬/髓系",1.91999653329771,1.15200428200588e-08,45.88,"both"
"TAGLN3",-1.06254148521742,"Schwann/肿瘤细胞",2.02121691602499e-07,0.358648877548994,21.18,"ambiguous/undetermined"
"PTCH2",-1.26472982744873,"成纤维",-2.45080936041839,0.00159151733660044,-42.35,"both"
"VAMP4",1.08744043537625,"周细胞",-0.118011080884449,0.587003899649293,-23.07,"ambiguous/undetermined"
"C5orf15",1.0688744699414,"成纤维",0.169964832775256,0.555027006410879,-42.35,"ambiguous/undetermined"
"ABI3",1.16923882887664,"巨噬/髓系",1.66588419649181,3.32830329417114e-11,45.88,"both"
"SLITRK5",1.22562936609252,"Schwann/肿瘤细胞",9.53014580633802e-07,0.539080004762983,21.18,"composition-consistent"
"SEMA3C",1.51343444497687,"成纤维",-0.290330526308649,0.371677081953662,-42.35,"ambiguous/undetermined"
"STAT1",1.10757346940247,"T细胞",2.1159047507278,5.58312844231128e-08,15.09,"both"
"SLC39A6",1.34301797992907,"Schwann/肿瘤细胞",1.36720111236005e-08,0.716294259868319,21.18,"composition-consistent"
"ANKRD22",2.78975961858443,"巨噬/髓系",4.37498505998111,1.23484998152641e-05,45.88,"both"
"PDZD4",1.21309224135313,"Schwann/肿瘤细胞",-1.92364415472931e-06,0.237142461464117,21.18,"composition-consistent"
"CSRNP3",-1.2120683637286,"周细胞",0.229803170792239,0.20865496196552,-23.07,"composition-consistent"
"SLITRK3",-1.05676445611179,"成纤维",-4.19608509102274,0.0189640060701031,-42.35,"both"
"DCK",1.01728654032999,"巨噬/髓系",2.83141976922529e-06,0.0622032323813128,45.88,"composition-consistent"
"ATAD1",1.0187529722606,"Schwann/肿瘤细胞",1.52943791623644e-06,0.686909596606278,21.18,"composition-consistent"
"ANXA4",1.01486423888281,"成纤维",-0.924383687500168,0.000309739294635652,-42.35,"ambiguous/undetermined"
"VPS11",1.04678960538397,"周细胞",-0.0164300831754347,0.935271466095491,-23.07,"ambiguous/undetermined"
"SLFN5",1.02115864660216,"内皮",-1.30564492259511e-08,0.991530286613742,-16.73,"ambiguous/undetermined"
"ATP6V1C1",1.28636683104241,"巨噬/髓系",9.20157938817315e-06,0.0136770304717407,45.88,"both"
"HLA-DPA1",2.0170707811249,"巨噬/髓系",6.82220125301672e-06,0.000966194236916519,45.88,"both"
"GNG2",1.34852757385968,"T细胞",1.75828538448144e-06,0.597560368965509,15.09,"composition-consistent"
"APOC1",2.30393197631457,"巨噬/髓系",5.64163048045173,1.87253370421518e-10,45.88,"both"
"LRRC8B",1.41811091963608,"Schwann/肿瘤细胞",-5.53826358197855e-07,0.656566718636308,21.18,"composition-consistent"
"TMEM108",-1.03006784257903,"周细胞",0.188313773783418,0.163921753590398,-23.07,"composition-consistent"
"FRAS1",1.87530113276253,"Schwann/肿瘤细胞",6.77438983843915e-07,0.564393451519211,21.18,"composition-consistent"
"SLPI",-2.16903970956515,"成纤维",-0.184055895978445,0.0898021497292842,-42.35,"composition-consistent"
"ADAM28",1.61644222649422,"巨噬/髓系",0.845128507377426,0.00193954708981205,45.88,"both"
"RRN3P2",1.23439689458597,NA,NA,NA,NA,"ambiguous/undetermined"
"DOCK4",1.52227456656438,"巨噬/髓系",2.77971613868065,1.98553046194378e-16,45.88,"both"
"RNASE2",1.52230742474711,"巨噬/髓系",2.75484884702577e-06,0.0065655451828938,45.88,"both"
