gene,module,direction,kME,GS,logFC,adj.P.Val,is_hub
DCLRE1B,turquoise,up,0.695838720296349,0.52392653405239,0.617538234076332,0.0013560900895631,FALSE
BTBD8,turquoise,up,0.695404700575766,0.490613438661879,0.60513729838705,0.00282766406832815,FALSE
TCTN2,turquoise,up,0.69526313475636,0.403604266523613,0.395939165577488,0.0177808122699532,FALSE
PPFIBP2,turquoise,up,0.695089016486229,0.886559482228218,1.59844644115266,7.28035245035821e-12,FALSE
TBPL1,turquoise,up,0.695010177808346,0.495942019268893,0.936673514899,0.00228820659982802,FALSE
GULP1,turquoise,up,0.694926021737898,0.828942608972286,2.10171409055359,1.49903175957893e-09,FALSE
MAP9,turquoise,up,0.694925224433452,0.273509754215556,0.291847732276025,0.115833857485564,FALSE
STIP1,turquoise,up,0.69481123649919,0.357929764628929,0.406245149517352,0.036654533729521,FALSE
PMEPA1,turquoise,up,0.694717877142933,0.706424739426154,1.20050247630764,3.74997842308113e-06,FALSE
LRIF1,turquoise,up,0.694715131995828,0.228556501100219,0.245513797794143,0.193296876699115,FALSE
MYLK,turquoise,up,0.694362227158555,0.509994223577506,0.656698964795682,0.00198553038909519,FALSE
H4C15,turquoise,up,0.69416458180409,0.571490614219727,0.676320887946801,0.00042815020122746,FALSE
ZC3H12B,turquoise,up,0.693956465754802,0.461132002839847,0.61096893783115,0.00516734795705048,FALSE
ADCY3,turquoise,up,0.693536417175921,0.714019498191495,0.82721606438165,4.24810029022751e-06,FALSE
AAGAB,turquoise,up,0.693518430741788,0.28561995787226,0.28265235318196,0.100542502699602,FALSE
LAMB1,turquoise,up,0.693502204681587,0.720196312766543,1.42881397686276,1.66498834909616e-06,FALSE
GALNT17,turquoise,up,0.693463412171873,0.798964190491423,1.98504006391519,1.64729187822111e-08,FALSE
SHROOM3,turquoise,up,0.693168066792959,0.727810182966313,1.23775461920895,1.23360353627979e-06,FALSE
PCNA,turquoise,up,0.692925670088105,0.529863407766942,0.920432546050888,0.00108215369110793,FALSE
INSR,turquoise,up,0.692781888317607,0.493265838459971,0.549524047742485,0.00286055337938446,FALSE
ZNF681,turquoise,up,0.692373405607403,0.372832709787237,0.356728123764842,0.028830257199771,FALSE
EPHA3,turquoise,up,0.692272538944422,0.751495045554577,2.36422376131303,2.77385868212483e-07,FALSE
PRKDC,turquoise,up,0.692151671756307,0.292246295077428,0.371551174308406,0.0905698350199511,FALSE
SUN1,turquoise,up,0.692136078628135,0.239640550060888,0.224696578828837,0.180770728840668,FALSE
WSB2,turquoise,up,0.692080549781635,0.401725079166759,0.449927523430228,0.0180941628616414,FALSE
PENK,turquoise,up,0.691814904980573,0.775181432085291,2.14906862428682,6.89068563882977e-08,FALSE
HEMK2,turquoise,up,0.691659486020507,0.566455981395195,0.603370224918275,0.000500794831369977,FALSE
APCDD1,turquoise,up,0.69140553759518,0.595416314685781,1.17120165950809,0.000187502753954058,FALSE
SSR3,turquoise,up,0.691342187476586,0.381452574116953,0.521234169003085,0.02377281374095,FALSE
ADAP1,turquoise,up,0.690710699776667,0.535638698767311,0.723162175957596,0.000992470855930094,FALSE
PXMP4,turquoise,up,0.690474710576868,0.523450002609694,0.411336976269084,0.00185531971595236,FALSE
BNIP3,turquoise,up,0.689407771381967,0.395860844999762,0.617838210932153,0.0181007658384793,FALSE
CA5B,turquoise,up,0.689160201139918,0.412430416427507,0.570533430589054,0.0135498174506514,FALSE
CRYBG3,turquoise,up,0.688843665754335,0.367635364952704,0.440642593157288,0.0299806483986152,FALSE
GNA13,turquoise,up,0.688727184524046,0.519703808284518,0.752188708815732,0.00150493844885927,FALSE
CCN3,turquoise,up,0.688345510520227,0.810030741413943,2.37299546858905,6.56282477354456e-09,FALSE
GKAP1,turquoise,up,0.687873937317405,0.396138342473909,0.443618166181958,0.0188142946452422,FALSE
FHDC1,turquoise,up,0.687839759825947,0.790496968883073,1.73942519118042,2.82589479647591e-08,FALSE
FHOD3,turquoise,up,0.68739258580163,0.620704468679831,0.934972089047033,9.29131621905549e-05,FALSE
FXYD1,turquoise,up,0.686600890904728,0.685485725017159,1.45830010525675,7.26369722815003e-06,FALSE
APOBEC3C,turquoise,up,0.685948068664685,0.782830712501804,1.6348314616808,5.39869293912367e-08,FALSE
UTP11,turquoise,up,0.685793043895129,0.326939201609338,0.442362067913649,0.055537663475922,FALSE
BMP6,turquoise,up,0.685657856300948,0.608771876113953,1.44872644352275,0.000118370993632389,FALSE
RASGRP3,turquoise,up,0.685628983924771,0.47926926620308,0.747090244402469,0.00339307811760545,FALSE
NAF1,turquoise,up,0.685628511815907,0.254514879774077,0.212592516669237,0.150565121878534,FALSE
FRMD6,turquoise,up,0.684602810409026,0.587792482012723,1.02331239556824,0.000243605879059064,FALSE
NFIB,turquoise,up,0.684589264627951,0.354884415576892,0.421914584694685,0.0381069652324795,FALSE
IFI6,turquoise,up,0.684580536583638,0.842515643748067,1.78078853007556,5.84250122272511e-10,FALSE
ASAP1,turquoise,up,0.684334702027201,0.280037954328697,0.272145266695453,0.112912317771049,FALSE
ZMYM1,turquoise,up,0.684152036201189,0.46049380398959,0.439756037823439,0.00587471296913641,FALSE
CHD1L,turquoise,up,0.684115947157759,0.573893919597851,0.692626792922131,0.00039906173292684,FALSE
MICAL3,turquoise,up,0.684041444504957,0.665972073460646,0.89966145567155,2.30133365417813e-05,FALSE
RASGEF1C,turquoise,up,0.683825898065813,0.859777359107148,1.39155756773015,1.56270825350129e-10,FALSE
TMC7,turquoise,up,0.683748366660759,0.531677800392198,0.683350765566694,0.00109791138667648,FALSE
IKZF2,turquoise,up,0.683476587236947,0.67060070067643,1.30870720842328,1.37618849050409e-05,FALSE
TMEM167A,turquoise,up,0.683430765922378,0.495402403981735,0.758655058300695,0.0025381828916006,FALSE
MAFK,turquoise,up,0.68332372742035,0.709894466980976,0.826830724532769,4.45168735059421e-06,FALSE
IMMP1L,turquoise,up,0.683309028227141,0.351650378493411,0.327677354175022,0.0404559755589628,FALSE
BRWD3,turquoise,up,0.683123285627236,0.32347125137391,0.287389363613726,0.0620842870933451,FALSE
DNAJB4,turquoise,up,0.682908368670632,0.435043332245147,0.702617836153433,0.0085807460938905,FALSE
FLVCR1,turquoise,up,0.682304990214803,0.236897038447063,0.206980232206631,0.181310210123531,FALSE
WDR3,turquoise,up,0.682283854164127,0.320211410682531,0.343686217728607,0.0622868531320608,FALSE
CMC2,turquoise,up,0.682096704169159,0.514570515182743,0.917698240370086,0.00156036139252938,FALSE
IRS2,turquoise,up,0.681834243571387,0.604634491790358,0.641410620102546,0.000188865577628275,FALSE
GFRA1,turquoise,up,0.68170958502472,0.874972373603204,2.17695898543717,1.84268300834621e-11,FALSE
SEMA3D,turquoise,up,0.681551778056789,0.570030944026428,1.57455477925675,0.000344881287729299,FALSE
FAXDC2,turquoise,up,0.680866159897332,0.533376936107776,0.704923745877414,0.00111937371803589,FALSE
HAUS6,turquoise,up,0.680857471791258,0.394138453748835,0.57472304346492,0.01822300798471,FALSE
CORO1C,turquoise,up,0.680460916547531,0.408897615104106,0.422724946495762,0.0158519345973364,FALSE
PML,turquoise,up,0.679780478260278,0.500834955328834,0.451516048680032,0.00279618157987883,FALSE
ISG15,turquoise,up,0.678452602730707,0.798227225367404,1.92117867913955,1.72369934713092e-08,FALSE
CYB5R2,turquoise,up,0.678415096080098,0.764056213485295,1.88108311380956,1.46420750136543e-07,FALSE
C12orf60,turquoise,up,0.678253124896662,0.634370085024817,0.711242874580572,6.68907847717626e-05,FALSE
RARRES2,turquoise,up,0.678001596339195,0.716276158223396,1.15404482549576,2.2315229267588e-06,FALSE
PLCH1,turquoise,up,0.67792948793979,0.852296728552562,1.59213120001311,2.23203617420076e-10,FALSE
CSGALNACT1,turquoise,up,0.67775211601248,0.553757862080115,0.784689982789514,0.000617234242915843,FALSE
GABRE,turquoise,up,0.677613174481152,0.672779777993705,1.17286254321974,1.32603022306586e-05,FALSE
MMP15,turquoise,up,0.67703076608573,0.754364656723973,1.94885100214418,2.57116118870674e-07,FALSE
H1-2,turquoise,up,0.676909038763296,0.501385596696154,0.730780646297614,0.00228116550644391,FALSE
CHIC2,turquoise,up,0.676497224670761,0.483839753295899,0.69905211726446,0.00323146126023792,FALSE
CCDC184,turquoise,up,0.676272204423441,0.866010119886684,1.54783546587664,8.24272450845137e-11,FALSE
SEMA5A,turquoise,up,0.675836826341356,0.72466340080918,1.60820780479491,1.30149887764128e-06,FALSE
WDR17,turquoise,up,0.675788817301841,0.346261779129193,0.409179782255205,0.0420851467306997,FALSE
ANKS1A,turquoise,up,0.675603611111196,0.69893803699012,0.890700252549731,6.84145796982291e-06,FALSE
ACACA,turquoise,up,0.675209476174246,0.26039161205073,0.230812350520434,0.141176387538333,FALSE
GAS2L3,turquoise,up,0.674722301804222,0.791467455351572,1.84165240864997,2.81724214804283e-08,FALSE
DAAM2,turquoise,up,0.674316556884194,0.487745055754881,0.697208663781037,0.00305525927598375,FALSE
MAP3K20,turquoise,up,0.67406241119909,0.640606367943065,0.752590560681574,6.28413496385851e-05,FALSE
RARB,turquoise,up,0.673367833211444,0.716198706453214,1.24559541190671,2.23435198382324e-06,FALSE
PLEKHA4,turquoise,up,0.673229080772007,0.658470349192844,1.17994994608635,2.4689569212299e-05,FALSE
LYPD1,turquoise,up,0.672517376016602,0.545840224264578,1.1038635706916,0.000703572965284179,FALSE
ZNF516,turquoise,up,0.671502087242458,0.386860962575943,0.3663622274549,0.0232045497407311,FALSE
NT5DC3,turquoise,up,0.670733122251631,0.507954549659298,0.93918835575405,0.00178109306164292,FALSE
DHX58,turquoise,up,0.670559569562352,0.765612211589737,1.07588421700463,2.05468041946761e-07,FALSE
SORBS2,turquoise,up,0.67003836978432,0.670868029194791,1.01209645969391,1.62075958564105e-05,FALSE
SEC14L1,turquoise,up,0.669966031927463,0.510589341229797,0.557224601011567,0.00216499133398861,FALSE
SMCO3,turquoise,up,0.669936029028742,0.834850158595889,3.76086593205166,7.08274355196073e-10,FALSE
PTPN14,turquoise,up,0.669860689452365,0.514921590541032,0.591909432672324,0.00186943063882617,FALSE
CHPF2,turquoise,up,0.669165439621372,0.414262811179122,0.362783539358521,0.0158391189024773,FALSE
PPA1,turquoise,up,0.668969795327605,0.466543678812963,0.535589626657679,0.00510165249380357,FALSE
MARVELD1,turquoise,up,0.668872076548588,0.765707634534327,1.04922112322359,2.46243988854513e-07,FALSE
SETD9,turquoise,up,0.668791216668267,0.603241074449852,0.624958618822668,0.000189708396723834,FALSE
MAL,turquoise,up,0.66843639544225,0.737387693774389,1.56769352765305,6.27529244575447e-07,FALSE
TMEM41B,turquoise,up,0.668351199092833,0.227964194142015,0.216452676252122,0.197055482098948,FALSE
H4C16,turquoise,up,0.667853280228311,0.381707194276863,0.343290206360062,0.0259726491496133,FALSE
THNSL1,turquoise,up,0.667492341948996,0.306740164443264,0.270480211837319,0.0793689700127914,FALSE
CEP85,turquoise,up,0.66745879511727,0.548971832627397,0.783535328090211,0.000699916371860063,FALSE
EPB41L4B,turquoise,up,0.667262120757324,0.858770267811855,2.34258564101928,9.33894434098873e-11,FALSE
SRRD,turquoise,up,0.667233993967315,0.331971181841364,0.231424577824984,0.0600601957422318,FALSE
TSPYL2,turquoise,up,0.666834022705722,0.47777429695419,0.607581696626832,0.00387538743496597,FALSE
RND3,turquoise,up,0.66682184751739,0.787966104448974,1.3776197940347,4.29055690317843e-08,FALSE
FAS,turquoise,up,0.666668975184387,0.453842872752741,0.690994030271398,0.00591076136783281,FALSE
SUV39H1,turquoise,up,0.666620718261008,0.320422507192558,0.306653160358523,0.0636643414741012,FALSE
CREBZF,turquoise,up,0.666530063700609,0.320376781761168,0.269197670475715,0.0658365343932878,FALSE
ADHFE1,turquoise,up,0.666517035032566,0.491988614352977,0.581635004266771,0.00279584168385273,FALSE
CNR1,turquoise,up,0.666400569516364,0.602929529011397,1.76531787944719,0.000132236816500768,FALSE
ZNF597,turquoise,up,0.66598725828681,0.21905090321212,0.226504138841945,0.21456295859289,FALSE
PLXNA1,turquoise,up,0.664792476573155,0.313926874418283,0.311300205592909,0.0704983545201053,FALSE
HEPN1,turquoise,up,0.664326942690871,0.761533154675226,1.91364924807248,1.72861537141748e-07,FALSE
PPP2R3A,turquoise,up,0.664114082023373,0.25827843489143,0.257896107986124,0.140437302858776,FALSE
MAPK6,turquoise,up,0.663950090953936,0.264609245133491,0.241567001813417,0.133203593464118,FALSE
LRP4,turquoise,up,0.66387395449776,0.4622168874475,0.847932641390903,0.00482455875369352,FALSE
N4BP2L1,turquoise,up,0.663845412262638,0.640986268087261,0.731191563804164,5.33562017104638e-05,FALSE
PDE5A,turquoise,up,0.663283169287565,0.643485593473088,1.67399662683192,3.54371544440512e-05,FALSE
TENM3,turquoise,up,0.662935206532703,0.581817305579652,1.0461162023963,0.000278451823752863,FALSE
TMT1A,turquoise,up,0.66268568408645,0.539277621690344,0.881734778184274,0.00089612339870659,FALSE
FAM200A,turquoise,up,0.66257813687257,0.352476689277586,0.338727399150347,0.0398699502900849,FALSE
MX1,turquoise,up,0.662412493994705,0.807638998411783,2.21936078738551,8.07142930330222e-09,FALSE
NRG1,turquoise,up,0.662332845259477,0.946498740745798,2.24649898812876,1.57313835815415e-16,FALSE
MAGED1,turquoise,up,0.661668202103702,0.437715109317315,0.579308497626835,0.00881966194525386,FALSE
AGRN,turquoise,up,0.661406835283488,0.64319607756584,0.637700396165,6.79835965296112e-05,FALSE
SLC6A8,turquoise,up,0.661395558723429,0.478692487112363,0.513491302848884,0.00420359573380365,FALSE
RGCC,turquoise,up,0.660780859202924,0.565146013968609,0.96369306798227,0.000454432257511696,FALSE
AFAP1L2,turquoise,up,0.660756728205368,0.732225217798982,1.58495677699692,9.17145024883432e-07,FALSE
EPHA5,turquoise,up,0.660317462870764,0.66903657371994,1.15698635826368,1.52559703117758e-05,FALSE
FMN2,turquoise,up,0.660298863216768,0.406091515586808,0.566256249531997,0.0148762157251614,FALSE
GATA2,turquoise,up,0.660200265669689,0.650974782094054,0.817080579289903,3.70586234079926e-05,FALSE
VRK1,turquoise,up,0.659479241980844,0.446512904288829,0.680213699016194,0.00695084121280899,FALSE
TMEM184B,turquoise,up,0.65940721645406,0.369601752656064,0.519386746911334,0.0289454577555999,FALSE
ARRDC4,turquoise,up,0.659178600585739,0.544503419556216,0.93785948824827,0.000763829262777992,FALSE
ABAT,turquoise,up,0.658792379792463,0.494707295144372,0.623583607745568,0.00268730710780916,FALSE
RTP4,turquoise,up,0.65795313018616,0.758617548298675,1.31542971909715,2.25831955430529e-07,FALSE
RELN,turquoise,up,0.657268455399098,0.712970086017835,2.0098802631118,2.09494367103781e-06,FALSE
RALGPS2,turquoise,up,0.656446489946652,0.304202513910141,0.355543747904395,0.076634891764284,FALSE
SPATA18,turquoise,up,0.655815839408823,0.871971889319299,1.80747274063608,2.62211759619229e-11,FALSE
DZIP3,turquoise,up,0.655809736048776,0.280530322412463,0.32699539930532,0.104712978038792,FALSE
DCLK2,turquoise,up,0.655404894005259,0.217047688073805,0.355641147399385,0.212045921107355,FALSE
MNAT1,turquoise,up,0.655196883753629,0.236709224893079,0.257424097699309,0.177161085256579,FALSE
NHSL1,turquoise,up,0.655089164835332,0.468322740439283,0.595772420653047,0.00466592988245631,FALSE
TUT7,turquoise,up,0.654559346835721,0.375909323287202,0.411900100458752,0.0271490962801194,FALSE
LPIN1,turquoise,up,0.654120795038732,0.405914020654766,0.440557138580575,0.0166679625758219,FALSE
CIB2,turquoise,up,0.654032172153005,0.435753703721651,0.472336888588284,0.00908855959220298,FALSE
MOSPD1,turquoise,up,0.653258293166733,0.194116676523601,0.215087873040865,0.274391504800603,FALSE
PANX1,turquoise,up,0.652904812833207,0.549548498856226,0.610942810665382,0.00085389682860091,FALSE
ATOH8,turquoise,up,0.652578294475135,0.441049125058373,0.56492322847803,0.00781658948864821,FALSE
TEX9,turquoise,up,0.652554973503889,0.281773286088887,0.343506819246724,0.103318957915647,FALSE
ARHGAP39,turquoise,up,0.652513101795037,0.595684869149264,0.637248700858136,0.00024731264420592,FALSE
KIAA0930,turquoise,up,0.652215659008329,0.493818954942804,0.580279788233616,0.00294463785633314,FALSE
TAF1D,turquoise,up,0.652208402105512,0.291464171684471,0.341094283871243,0.0915918485423096,FALSE
ZBTB5,turquoise,up,0.650600467470654,0.247099916710061,0.206494041740172,0.16337540806563,FALSE
PTPRF,turquoise,up,0.650431868557719,0.529105847922496,0.59524951159522,0.00138171401352701,FALSE
TMEM117,turquoise,up,0.650339935603169,0.490887426020398,0.546804039424057,0.0029142205655029,FALSE
CALHM5,turquoise,up,0.650221732315282,0.773892118639609,1.93050491422899,7.80516629469122e-08,FALSE
ACP6,turquoise,up,0.64982985538843,0.77858507126596,1.14773551431997,8.77259608583465e-08,FALSE
YBEY,turquoise,up,0.649799323088288,0.380831805332115,0.317991779582115,0.0279354211368337,FALSE
CEP68,turquoise,up,0.649383403524829,0.135292206297195,0.115490892649961,0.459885386849996,FALSE
COL14A1,turquoise,up,0.648847088660839,0.792997529719151,2.57793048311026,2.105065838086e-08,FALSE
DIXDC1,turquoise,up,0.648598749664638,0.456077614323918,0.482819972252893,0.00645507177084058,FALSE
PCTP,turquoise,up,0.648085543969079,0.563021778548177,0.871301717470317,0.00048755981250605,FALSE
BMP7,turquoise,up,0.647997440923116,0.630973698931106,1.40026951586353,5.62485148645444e-05,FALSE
PEG10,turquoise,up,0.647631441551046,0.325387701363453,0.47366305951504,0.0559917873935491,FALSE
NEK11,turquoise,up,0.647518556215015,0.351980669575876,0.430139107175791,0.0378116242519719,FALSE
SAMD5,turquoise,up,0.647382282426316,0.71819917609765,0.955655809353124,2.31129069090774e-06,FALSE
ZNF425,turquoise,up,0.646962710200136,0.460531905944088,0.323258919407095,0.00711352476560731,FALSE
CYP2J2,turquoise,up,0.646556813451595,0.548419745126802,0.706078177137241,0.000735809104975844,FALSE
BRMS1L,turquoise,up,0.646363315610262,0.186116666055082,0.184417599777179,0.298644661458846,FALSE
ALDH1L2,turquoise,up,0.646334815236745,0.581082139167996,0.63438933946338,0.00034830371927386,FALSE
PTGR2,turquoise,up,0.646333628184772,0.423563109626844,0.342843899504242,0.0128897934700687,FALSE
GXYLT2,turquoise,up,0.646131485296368,0.499605933278905,0.979797175821128,0.002159071065639,FALSE
SGSH,turquoise,up,0.646013039534201,0.530262721222003,0.452627726659218,0.00151087722159353,FALSE
NTM,turquoise,up,0.645579863730225,0.777338849935852,1.38961698389052,8.49448934496618e-08,FALSE
LRRN1,turquoise,up,0.64554357420911,0.577952539282603,1.40560878473323,0.000280087283412088,FALSE
MGAT2,turquoise,up,0.645488424650983,0.341495226966453,0.369910115942946,0.0455325343457727,FALSE
MMP28,turquoise,up,0.644702205176669,0.716512977496163,0.776520902663843,3.54681214267583e-06,FALSE
CHKA,turquoise,up,0.644063018541971,0.590763691327144,0.539251851752507,0.00029414890899543,FALSE
MTUS1,turquoise,up,0.644006793565071,0.38383447907557,0.413732924556671,0.0234054840515205,FALSE
MMD,turquoise,up,0.643931301576926,0.591417881871292,0.573137213881265,0.000276414974941172,FALSE
DNAJC15,turquoise,up,0.643505932091252,0.380870969452749,0.551928634059369,0.0237269274652451,FALSE
ABL2,turquoise,up,0.642820251911,0.570314864477772,0.91439320405166,0.000409118283244507,FALSE
SERTAD3,turquoise,up,0.642770561481389,0.389592502018507,0.448460878015423,0.0210222733177478,FALSE
CDKN1B,turquoise,up,0.642337180047835,0.366231864806475,0.492155614242872,0.0309078822334839,FALSE
IGSF11,turquoise,up,0.64105622298753,0.482612623786917,0.519776417928297,0.00372791906758058,FALSE
RBM43,turquoise,up,0.640384146324093,0.650933458398217,0.88686300767078,3.42441172789214e-05,FALSE
COQ3,turquoise,up,0.640366515849582,0.564408403280431,0.595638775908252,0.000537829385994781,FALSE
GLS,turquoise,up,0.640212173342697,0.274295913449364,0.272242738521975,0.116169002048327,FALSE
CADM1,turquoise,up,0.640008670183866,0.801583348795899,0.917227337637627,4.41766134659231e-08,FALSE
RPP40,turquoise,up,0.639618909534265,0.329836927242867,0.306824820303009,0.0559907163756026,FALSE
CIT,turquoise,up,0.639567155638942,0.434247177393351,0.826246627477259,0.00845080192802487,FALSE
SAMD12,turquoise,up,0.639227919820534,0.69496877300801,0.808991130430226,7.03270691050923e-06,FALSE
GBE1,turquoise,up,0.638997651095413,0.461953613906836,0.568515771261373,0.00539260592660664,FALSE
ARHGEF3,turquoise,up,0.638732556627647,0.443809416199767,0.643205156978414,0.00726620771202982,FALSE
SEZ6L2,turquoise,up,0.638728015814357,0.640857978297473,0.966829659267542,4.6832466265541e-05,FALSE
MLLT11,turquoise,up,0.638093455018594,0.448156518551648,0.467806614915961,0.00783515739942304,FALSE
ARHGDIG,turquoise,up,0.637839027516379,0.718648867494862,1.38497327814881,1.77075798987329e-06,FALSE
ZC3H7B,turquoise,up,0.637656183701966,0.367682318567474,0.36938538153354,0.0331374164732473,FALSE
ATP13A2,turquoise,up,0.637357791832508,0.323618036195057,0.291711930654589,0.0633978327502333,FALSE
SYAP1,turquoise,up,0.636676064435982,0.275814820898805,0.370005821793372,0.111298405493193,FALSE
SLC16A12,turquoise,up,0.636521251259391,0.823329358206647,2.80202055801234,2.17726875487305e-09,FALSE
EMB,turquoise,up,0.636499755843843,0.763849543896893,1.38963093730609,1.71494559477891e-07,FALSE
PDE9A,turquoise,up,0.635920697196354,0.667637296108688,0.941766114496531,2.05288737197891e-05,FALSE
DEPDC7,turquoise,up,0.635667701533222,0.73159079186958,1.08838690495297,1.0667027008064e-06,FALSE
GPR39,turquoise,up,0.63543460521298,0.52091017859869,0.984100301060911,0.00129795923561554,FALSE
CCT6A,turquoise,up,0.635269356229847,0.336843250043747,0.455096521427912,0.0487683633159695,FALSE
IL1RAPL1,turquoise,up,0.63469598943229,0.632528404485206,0.923267087723209,6.0587561977069e-05,FALSE
DDX60L,turquoise,up,0.634620813488008,0.478817200132311,0.641843252175024,0.00355851029907115,FALSE
ARNT2,turquoise,up,0.634475799911018,0.524175639535923,0.69702960140941,0.00138985330214944,FALSE
GPR180,turquoise,up,0.634421064938222,0.253539389335571,0.21707557654048,0.152495592951964,FALSE
DNAAF19,turquoise,up,0.634288944736505,0.554533314565226,0.527087127355437,0.000733435666950885,FALSE
FAM221A,turquoise,up,0.633544827420431,0.491975499493325,0.762530681070163,0.00258259901189023,FALSE
TIGD2,turquoise,up,0.632980019400122,0.45677356341471,0.478864669589053,0.00612270879707846,FALSE
TLCD4,turquoise,up,0.632377284051265,0.503405544217119,0.618783071421741,0.00214401554484542,FALSE
IFT70B,turquoise,up,0.632371041725419,0.324421830744085,0.295267672131843,0.0616795444754511,FALSE
SLC38A6,turquoise,up,0.632228819157941,0.37667132861883,0.385512907979956,0.0267335192895298,FALSE
HERC5,turquoise,up,0.631148029920479,0.674833576740048,1.10580901927988,1.24802105759202e-05,FALSE
SH3PXD2A,turquoise,up,0.630994828473262,0.593570038359603,0.80773511161758,0.000233254591078744,FALSE
THSD7A,turquoise,up,0.630890337173577,0.535240274323388,1.08769263340787,0.000925466113042143,FALSE
CTSF,turquoise,up,0.630736681798078,0.395540249877895,0.419455458302238,0.0198004924639531,FALSE
NDRG2,turquoise,up,0.63055678286852,0.603081525689706,1.1316692343007,0.000144226818640289,FALSE
ERO1A,turquoise,up,0.630469291713028,0.496675849235728,0.609858657734003,0.0025749241867517,FALSE
TEX10,turquoise,up,0.630137340810955,0.262967502466384,0.292178162452584,0.130931567425939,FALSE
PKP4,turquoise,up,0.630056219687006,0.144413897380545,0.220905995550504,0.42031155583399,FALSE
OAS3,turquoise,up,0.629717398554936,0.674734971391096,1.31645209401311,1.20682867291204e-05,FALSE
COL4A2,turquoise,up,0.629610932533509,0.698569702489783,0.89951115122591,6.87916835374709e-06,FALSE
HEPACAM,turquoise,up,0.629523607716224,0.751529048826227,1.90214059581573,2.99954709740993e-07,FALSE
MYOZ2,turquoise,up,0.629421143996107,0.56521211158401,0.524199192395528,0.000599977245734737,FALSE
DNAAF2,turquoise,up,0.628925510665919,0.275656113251367,0.263269486115652,0.114648335703765,FALSE
GRIN2B,turquoise,up,0.627096059131309,0.746336009120097,1.87599190908558,3.76663364386398e-07,FALSE
MEGF8,turquoise,up,0.626886975982063,0.428622151787162,0.36851030420509,0.0120829357849542,FALSE
SUFU,turquoise,up,0.626831223406339,0.649792729536815,0.524630634825756,6.12919895714641e-05,FALSE
PIK3R1,turquoise,up,0.626205261171151,0.652894332263133,0.95165304304858,3.18018782730011e-05,FALSE
CACNA1D,turquoise,up,0.625891933958691,0.674691960517656,0.945343247435622,1.38415892469163e-05,FALSE
ZNF671,turquoise,up,0.62522386296939,0.66390893886995,0.74811109478566,2.5037617697501e-05,FALSE
CMTM5,turquoise,up,0.624925917015821,0.548160421206817,0.627486336241327,0.000861075348279195,FALSE
NFIA,turquoise,up,0.624788308688173,0.177133413716606,0.211569896795684,0.322779434444049,FALSE
DIAPH2,turquoise,up,0.624009041856823,0.316777286406783,0.43514466270239,0.0630724526717036,FALSE
DUSP18,turquoise,up,0.623427104066365,0.181780650049389,0.172983749724752,0.309964253688126,FALSE
ZC3H3,turquoise,up,0.62341711980992,0.385027481972048,0.279080006352352,0.0269659128393735,FALSE
TFB1M,turquoise,up,0.623380421137053,0.361639110171546,0.554555543589824,0.0313756206453662,FALSE
CYB561A3,turquoise,up,0.623252184121282,0.55608098262259,0.497411154225905,0.000856292125012825,FALSE
NAP1L2,turquoise,up,0.623068314323583,0.588733734975766,0.862449462031614,0.000233198553683394,FALSE
ZFAND5,turquoise,up,0.622104752510991,0.657591540734791,0.795640640740173,2.8787395962973e-05,FALSE
DUOX1,turquoise,up,0.621919986153141,0.672213154047784,0.871332800079414,1.57964838170778e-05,FALSE
CTSC,turquoise,up,0.62188650675475,0.621221379321692,0.845138234384734,0.000104492970261938,FALSE
ANKS1B,turquoise,up,0.620938617694514,0.233802353908474,0.230915787063222,0.18455077855088,FALSE
WRN,turquoise,up,0.620746872919558,0.113924180794651,0.0932751528527369,0.537124973282375,FALSE
LIMCH1,turquoise,up,0.620536881712323,0.618080634695338,1.01408649688127,0.000100219492812445,FALSE
EPB41L5,turquoise,up,0.620513708467043,0.16660610894418,0.172249615128761,0.352782678431233,FALSE
PPARA,turquoise,up,0.620010085951067,0.526851606519652,0.504946608253664,0.00144430633285902,FALSE
PRUNE2,turquoise,up,0.619906773461387,0.554518409660152,1.08960700693832,0.000557905463369939,FALSE
B4GALNT1,turquoise,up,0.619829892571578,0.679810469639381,1.05028264827371,1.10840834126885e-05,FALSE
MICU3,turquoise,up,0.619642143230217,0.114450987168442,0.0959970026777173,0.535583232101463,FALSE
RRM1,turquoise,up,0.619502652429432,0.274147320358837,0.376992413471859,0.112667622086497,FALSE
FAM161A,turquoise,up,0.619360175506276,0.247255460318842,0.269274145996917,0.158223456035721,FALSE
MLXIP,turquoise,up,0.618621352583064,0.300391006978255,0.2843419404788,0.0868998529602265,FALSE
NRN1,turquoise,up,0.618350259086725,0.787907173429494,1.98582273778798,3.14225358701644e-08,FALSE
NCAPD3,turquoise,up,0.617854221048795,0.370638994149633,0.354178386707019,0.0300531132483124,FALSE
CHD1,turquoise,up,0.617141169751855,0.306326915916243,0.376780489237472,0.074797328686383,FALSE
NCK2,turquoise,up,0.617064791521518,0.427178979104889,0.43068365165459,0.0119093461525667,FALSE
TTC32,turquoise,up,0.616025610679302,0.234080125564026,0.322138950936779,0.178821995931883,FALSE
SASS6,turquoise,up,0.615273779148883,0.313159606938714,0.267436708216656,0.0734812949339213,FALSE
GATB,turquoise,up,0.614626427538043,0.542288473537833,1.01803771003316,0.000790390205637007,FALSE
